#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000756	2018-04-26	2018.315981	2017.957315	2018.599054
MN403136	2018-12-10	2018.940000	2018.940000	2018.940000
NODE_0000758	2018-09-25	2018.734000	2018.396990	2018.734000
MN245420	2018-09-25	2018.734000	2018.734000	2018.734000
MN245429	2018-10-14	2018.786000	2018.786000	2018.786000
NODE_0000763	2018-01-03	2018.006003	2017.627832	2018.340318
MN245433	2018-11-28	2018.907000	2018.907000	2018.907000
NODE_0000188	2018-03-26	2018.230929	2017.927607	2018.485622
MT789753	2018-09-13	2018.701000	2018.701000	2018.701000
NODE_0000765	2018-04-28	2018.321277	2018.075903	2018.504489
MN403124	2018-08-28	2018.655000	2018.655000	2018.655000
NODE_0000766	2018-06-17	2018.459967	2018.175340	2018.660000
MT789754	2018-09-24	2018.729000	2018.729000	2018.729000
NODE_0000767	2018-07-24	2018.561164	2018.363902	2018.660000
NODE_0000768	2018-09-25	2018.734000	2018.543220	2018.734000
MN245424	2018-10-21	2018.805000	2018.805000	2018.805000
MN403297	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0000770	2018-08-29	2018.660000	2018.517171	2018.660000
MT789752	2018-08-29	2018.660000	2018.660000	2018.660000
MN764886	2019-01-10	2019.025000	2019.025000	2019.025000
NODE_0000209	2017-06-27	2017.487291	2016.906487	2018.106962
MZ576349	2018-12-10	2018.942000	2018.942000	2018.942000
NODE_0000210	2017-08-12	2017.612811	2017.100382	2018.157760
NODE_0000227	2017-09-30	2017.745927	2017.308605	2018.210963
NODE_0000228	2018-03-23	2018.224589	2017.911335	2018.514073
MK301352	2018-10-01	2018.748000	2018.748000	2018.748000
NODE_0000661	2018-05-08	2018.348490	2018.099633	2018.563703
MZ576307	2018-09-27	2018.737000	2018.737000	2018.737000
NODE_0000780	2018-09-09	2018.690000	2018.399971	2018.690000
MK121729	2018-10-05	2018.759000	2018.759000	2018.759000
MK121714	2018-09-09	2018.690000	2018.690000	2018.690000
NODE_0000231	2017-12-18	2017.963719	2017.612349	2018.330844
NODE_0000784	2018-05-18	2018.376131	2018.009597	2018.644427
MK301341	2018-09-17	2018.712000	2018.712000	2018.712000
NODE_0000786	2018-10-06	2018.762000	2018.428405	2018.762000
MZ576347	2018-12-06	2018.929000	2018.929000	2018.929000
MZ576317	2018-10-06	2018.762000	2018.762000	2018.762000
NODE_0000670	2018-01-15	2018.039285	2017.743751	2018.354354
MZ576293	2018-09-17	2018.710000	2018.710000	2018.710000
NODE_0000235	2018-05-16	2018.371936	2018.094255	2018.592053
MK121727	2018-10-09	2018.770000	2018.770000	2018.770000
MZ576299	2018-09-20	2018.718000	2018.718000	2018.718000
NODE_0000674	2017-09-28	2017.739746	2017.332608	2018.177231
NODE_0000215	2018-02-13	2018.118219	2017.735601	2018.513324
NODE_0000217	2018-12-10	2018.940000	2018.698158	2018.940000
MZ576348	2018-12-10	2018.940000	2018.940000	2018.940000
MZ576350	2018-12-13	2018.948000	2018.948000	2018.948000
NODE_0000777	2018-05-11	2018.358684	2018.021017	2018.622072
MZ576336	2018-10-24	2018.811000	2018.811000	2018.811000
MZ576334	2018-10-21	2018.805000	2018.805000	2018.805000
NODE_0000681	2017-11-16	2017.876540	2017.562571	2018.207640
NODE_0000225	2018-10-06	2018.762000	2018.506343	2018.762000
MZ576318	2018-10-06	2018.762000	2018.762000	2018.762000
MZ576322	2018-10-07	2018.767000	2018.767000	2018.767000
NODE_0000787	2018-01-08	2018.020210	2017.569822	2018.481635
MZ576310	2018-10-01	2018.748000	2018.748000	2018.748000
NODE_0000788	2018-02-16	2018.126570	2017.771256	2018.484994
NODE_0000789	2018-04-06	2018.261753	2017.998956	2018.512420
NODE_0000796	2018-08-21	2018.638000	2018.331000	2018.638000
MK121725	2018-08-21	2018.638000	2018.638000	2018.638000
MK121721	2018-09-02	2018.671000	2018.671000	2018.671000
NODE_0000797	2018-05-15	2018.367490	2018.147754	2018.547029
MZ576309	2018-09-29	2018.745000	2018.745000	2018.745000
NODE_0000798	2018-06-18	2018.462379	2018.244848	2018.612615
MK301340	2018-09-16	2018.707000	2018.707000	2018.707000
MZ576284	2018-09-05	2018.679000	2018.679000	2018.679000
NODE_0000799	2018-03-30	2018.243633	2017.964345	2018.512846
MZ576333	2018-10-20	2018.800000	2018.800000	2018.800000
NODE_0000801	2018-05-22	2018.388982	2018.154071	2018.588412
MK121723	2018-09-14	2018.704000	2018.704000	2018.704000
NODE_0000802	2018-07-14	2018.533358	2018.315127	2018.684642
MZ576332	2018-10-18	2018.797000	2018.797000	2018.797000
NODE_0000804	2018-09-22	2018.724797	2018.466748	2018.734000
MZ576346	2018-11-21	2018.888000	2018.888000	2018.888000
MZ576305	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0000236	2013-09-12	2013.696465	2013.083415	2014.447418
NODE_0000237	2015-05-02	2015.333826	2014.453438	2016.224635
NODE_0000807	2015-11-04	2015.841646	2015.174275	2016.432016
MH780687	2017-01-01	2017.000000	2017.000000	2017.795277
NODE_0000809	2016-03-02	2016.167022	2015.436215	2016.745491
MN018261	2017-09-27	2017.737000	2017.737000	2017.737000
NODE_0000239	2017-02-21	2017.140734	2016.617036	2017.491812
MG757146	2017-09-09	2017.690000	2017.690000	2017.690000
MN365199	2017-11-15	2017.871925	2017.841000	2017.912000
NODE_0000241	2015-10-10	2015.772859	2015.005542	2016.531234
MT543145	2018-08-17	2018.625000	2018.625000	2018.625000
NODE_0000242	2017-10-14	2017.784204	2017.321837	2018.190370
MN245430	2018-11-05	2018.844000	2018.844000	2018.844000
NODE_0000243	2017-12-21	2017.972120	2017.579234	2018.286617
MN403291	2018-09-17	2018.710000	2018.710000	2018.710000
NODE_0000244	2018-04-10	2018.273033	2017.969944	2018.504824
MK121728	2018-10-07	2018.767000	2018.767000	2018.767000
MN403290	2018-09-17	2018.710000	2018.710000	2018.710000
NODE_0000245	2014-02-07	2014.102626	2013.569775	2014.749894
NODE_0000816	2016-02-06	2016.099084	2014.924921	2016.908404
MT641384	2017-10-18	2017.797000	2017.797000	2017.797000
NODE_0000817	2016-11-10	2016.860424	2015.952370	2017.548844
MN245442	2018-10-02	2018.753000	2018.753000	2018.753000
MN403129	2017-12-30	2017.995000	2017.995000	2017.995000
NODE_0000248	2014-03-30	2014.243067	2013.767053	2014.823047
NODE_0000249	2014-06-23	2014.474254	2014.038679	2014.985528
NODE_0000250	2015-08-27	2015.652673	2015.322750	2015.921960
LC481169	2016-03-13	2016.199000	2016.199000	2016.199000
LC481170	2016-04-04	2016.257000	2016.257000	2016.257000
NODE_0000251	2015-01-24	2015.064961	2014.522431	2015.747402
LC481143	2017-06-06	2017.430000	2017.430000	2017.430000
NODE_0000252	2016-10-07	2016.767472	2016.197183	2017.312929
LC481151	2018-04-23	2018.307000	2018.307000	2018.307000
NODE_0000253	2017-01-15	2017.039138	2016.561408	2017.474330
NODE_0000254	2017-05-29	2017.407319	2017.024934	2017.735232
NODE_0000255	2017-11-09	2017.856863	2017.577654	2018.052091
LC481215	2018-03-28	2018.236000	2018.236000	2018.236000
LC481216	2018-04-04	2018.255000	2018.255000	2018.255000
NODE_0000826	2017-08-29	2017.659019	2017.307235	2017.966485
LC481152	2018-06-24	2018.479000	2018.479000	2018.479000
NODE_0000257	2018-02-07	2018.102499	2017.821354	2018.195000
LC481178	2018-04-09	2018.271000	2018.271000	2018.271000
LC481214	2018-03-13	2018.195000	2018.195000	2018.195000
NODE_0000258	2018-03-16	2018.203255	2017.659238	2018.623223
NODE_0000725	2018-05-18	2018.377344	2017.988189	2018.645189
LC629449	2018-09-04	2018.674000	2018.674000	2018.674000
NODE_0000260	2018-09-03	2018.673591	2018.424555	2018.777881
LC481179	2018-10-22	2018.808000	2018.808000	2018.808000
LC481217	2018-10-24	2018.811000	2018.811000	2018.811000
NODE_0000730	2018-08-15	2018.621818	2018.251856	2018.734000
LC481153	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0000830	2018-10-14	2018.786000	2018.544503	2018.786000
LC481154	2018-10-14	2018.786000	2018.786000	2018.786000
LC481180	2018-11-21	2018.890000	2018.890000	2018.890000
NODE_0000832	2014-05-14	2014.364818	2013.958172	2014.851684
NODE_0000264	2016-10-31	2016.833228	2016.183782	2016.893802
MG547208	2016-10-31	2016.833000	2016.833000	2016.896561
MH780684	2017-01-01	2017.000000	2017.000000	2017.505725
NODE_0000265	2014-07-17	2014.542041	2014.167522	2014.967928
NODE_0000836	2016-04-23	2016.310195	2015.263455	2017.258071
NODE_0000838	2016-09-12	2016.698414	2015.917575	2017.414453
MN403272	2018-10-07	2018.767000	2018.767000	2018.767000
NODE_0000278	2018-01-23	2018.060663	2017.589583	2018.366759
MN403125	2018-08-20	2018.633000	2018.633000	2018.633000
NODE_0000279	2018-05-15	2018.369471	2018.059440	2018.452000
MT789751	2018-06-14	2018.452000	2018.452000	2018.452000
MZ062100	2018-07-29	2018.575000	2018.575000	2018.575000
NODE_0000267	2016-12-12	2016.947672	2016.255239	2017.615197
MT641393	2017-12-13	2017.948000	2017.948000	2017.948000
NODE_0000842	2017-02-19	2017.135972	2016.585255	2017.653580
MN403271	2018-10-10	2018.773000	2018.773000	2018.773000
NODE_0000844	2017-04-08	2017.266853	2016.772047	2017.702507
NODE_0000269	2018-03-05	2018.175243	2017.709272	2018.527752
MN245408	2018-09-20	2018.718000	2018.718000	2018.718000
NODE_0000847	2018-06-05	2018.426512	2018.040264	2018.653844
MN245436	2018-09-20	2018.718000	2018.718000	2018.718000
MN245399	2018-09-28	2018.740000	2018.740000	2018.740000
NODE_0000272	2018-04-14	2018.283592	2017.922974	2018.595145
NODE_0000276	2018-07-10	2018.521590	2018.252941	2018.700823
MK419077	2018-10-15	2018.789000	2018.789000	2018.789000
MK419078	2018-10-18	2018.797000	2018.797000	2018.797000
NODE_0000851	2018-06-07	2018.430677	2018.160372	2018.634078
MN245411	2018-10-02	2018.753000	2018.753000	2018.753000
NODE_0000854	2018-07-27	2018.567488	2018.342677	2018.700295
MN018256	2018-10-30	2018.830000	2018.830000	2018.830000
NODE_0000855	2018-09-24	2018.729000	2018.518727	2018.729000
MN245437	2018-09-24	2018.729000	2018.729000	2018.729000
MN726798	2019-10-14	2019.786000	2019.786000	2019.786000
NODE_0000280	2014-10-21	2014.802986	2014.457651	2015.183773
NODE_0000857	2016-08-28	2016.656124	2015.614089	2017.300319
MN403146	2018-01-02	2018.005000	2018.005000	2018.005000
NODE_0000858	2017-04-07	2017.263879	2016.528541	2017.878394
NODE_0000293	2017-08-26	2017.650949	2017.226584	2017.915000
MN403134	2017-11-30	2017.915000	2017.915000	2017.915000
NODE_0000764	2017-10-08	2017.768302	2017.458108	2017.959000
MN403131	2017-12-19	2017.967000	2017.967000	2017.967000
NODE_0000772	2017-11-06	2017.848107	2017.624822	2017.959000
NODE_0000778	2017-12-10	2017.940329	2017.777325	2017.959000
MN403132	2017-12-17	2017.959000	2017.959000	2017.959000
NODE_0000779	2018-01-02	2018.005000	2017.880253	2018.005000
MN403148	2018-01-02	2018.005000	2018.005000	2018.005000
MN403147	2018-01-09	2018.022000	2018.022000	2018.022000
NODE_0000860	2017-12-16	2017.958203	2017.778918	2018.047000
MN403149	2018-01-18	2018.047000	2018.047000	2018.047000
NODE_0000294	2018-02-13	2018.119587	2017.866307	2018.464955
MN245427	2018-09-10	2018.693000	2018.693000	2018.693000
NODE_0000295	2018-07-16	2018.537967	2018.291057	2018.717027
MK377398	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0000863	2018-08-13	2018.615640	2018.429326	2018.716885
MN018259	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0000296	2018-09-25	2018.734000	2018.623290	2018.734000
MN018258	2018-09-28	2018.740000	2018.740000	2018.740000
MK377405	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0000865	2017-07-28	2017.570997	2016.986743	2017.992000
NODE_0000289	2018-03-08	2018.181601	2017.668344	2018.575000
MN245440	2018-10-07	2018.767000	2018.767000	2018.767000
NODE_0000805	2018-05-15	2018.367235	2018.024873	2018.575000
MN245413	2018-09-17	2018.712000	2018.712000	2018.712000
NODE_0000867	2018-07-22	2018.553951	2018.273869	2018.575000
MN403169	2018-07-29	2018.575000	2018.575000	2018.575000
NODE_0000868	2018-07-29	2018.574223	2018.405007	2018.743813
MN403258	2018-11-13	2018.866000	2018.866000	2018.866000
MN245421	2018-10-01	2018.748000	2018.748000	2018.748000
NODE_0000869	2017-10-22	2017.806540	2017.431654	2017.992000
MN403130	2017-12-29	2017.992000	2017.992000	2017.992000
NODE_0000870	2017-12-07	2017.931759	2017.577836	2018.129115
MT789755	2018-10-18	2018.795000	2018.795000	2018.795000
NODE_0000871	2018-01-09	2018.024169	2017.738286	2018.252169
NODE_0000304	2018-05-25	2018.394629	2018.145892	2018.564000
MN245434	2018-09-08	2018.685000	2018.685000	2018.685000
NODE_0000305	2018-07-25	2018.562384	2018.350229	2018.564000
MN403168	2018-07-25	2018.564000	2018.564000	2018.564000
NODE_0000874	2018-08-11	2018.610014	2018.471200	2018.660000
MN403123	2018-08-29	2018.660000	2018.660000	2018.660000
MN245398	2018-10-21	2018.803000	2018.803000	2018.803000
NODE_0000875	2018-03-31	2018.244265	2017.960583	2018.502018
MN245439	2018-10-05	2018.759000	2018.759000	2018.759000
NODE_0000876	2018-07-10	2018.523218	2018.225296	2018.655000
MN245407	2018-09-01	2018.666000	2018.666000	2018.666000
NODE_0000877	2018-08-28	2018.655000	2018.458733	2018.655000
MN726789	2018-08-28	2018.655000	2018.655000	2018.655000
MN726788	2018-09-17	2018.712000	2018.712000	2018.712000
NODE_0000307	2015-01-31	2015.083003	2014.766194	2015.408270
NODE_0000308	2017-03-21	2017.216729	2016.499182	2017.808215
MK121730	2018-10-05	2018.759000	2018.759000	2018.759000
NODE_0000309	2018-02-01	2018.085528	2017.610181	2018.391088
MK121722	2018-09-05	2018.679000	2018.679000	2018.679000
MK301339	2018-09-13	2018.699000	2018.699000	2018.699000
NODE_0000310	2015-06-30	2015.495514	2015.238080	2015.734704
NODE_0000330	2015-08-30	2015.661831	2015.416234	2015.856987
NODE_0000332	2015-10-11	2015.776911	2015.565190	2015.942575
MK301349	2018-09-27	2018.737000	2018.737000	2018.737000
NODE_0000333	2015-11-30	2015.912972	2015.733438	2016.043761
KY358058	2016-03-07	2016.183000	2016.183000	2016.183000
MZ576342	2018-11-06	2018.847000	2018.847000	2018.847000
NODE_0000888	2015-12-22	2015.974229	2015.342217	2017.016938
MT795859	2018-10-14	2018.786000	2018.786000	2018.786000
NODE_0000334	2016-09-17	2016.711793	2016.064557	2017.407280
NODE_0000890	2017-02-26	2017.155689	2016.516126	2017.712428
MZ576283	2018-09-04	2018.674000	2018.674000	2018.674000
NODE_0000336	2018-02-20	2018.137093	2017.598128	2018.499090
MK301355	2018-10-22	2018.808000	2018.808000	2018.808000
MK301344	2018-09-24	2018.729000	2018.729000	2018.729000
NODE_0000337	2018-04-06	2018.262262	2017.830781	2018.622877
NODE_0000831	2018-05-29	2018.406218	2018.069031	2018.657045
MN018257	2018-12-07	2018.934000	2018.934000	2018.934000
MK301343	2018-09-21	2018.721000	2018.721000	2018.721000
NODE_0000895	2018-06-09	2018.435624	2018.131737	2018.643519
MN894273	2019-10-01	2019.748000	2019.748000	2019.821212
NODE_0000896	2018-07-30	2018.577684	2018.336504	2018.686479
MK301345	2018-09-24	2018.729000	2018.729000	2018.729000
MN018255	2018-09-10	2018.693000	2018.693000	2018.693000
NODE_0000897	2017-02-12	2017.116476	2016.035919	2018.082472
NODE_0000318	2017-10-30	2017.828844	2017.171438	2018.411883
MZ576351	2018-10-18	2018.797000	2018.797000	2018.797000
NODE_0000319	2018-07-31	2018.579456	2018.236428	2018.663000
MK121720	2018-08-30	2018.663000	2018.663000	2018.663000
MZ576298	2018-09-20	2018.718000	2018.718000	2018.718000
NODE_0000908	2017-06-03	2017.419875	2016.608016	2018.217831
NODE_0000316	2018-05-03	2018.336887	2017.812751	2018.644956
MT795858	2018-09-25	2018.732000	2018.732000	2018.732000
MK121724	2018-09-17	2018.710000	2018.710000	2018.710000
NODE_0000910	2017-08-04	2017.589175	2016.968734	2018.213483
NODE_0000322	2018-03-04	2018.169906	2017.708982	2018.572589
NODE_0000912	2018-05-09	2018.351823	2018.002060	2018.608528
MZ576303	2018-09-25	2018.734000	2018.734000	2018.734000
MK301350	2018-09-28	2018.740000	2018.740000	2018.740000
NODE_0000913	2018-06-23	2018.474002	2018.141319	2018.642754
MZ576338	2018-10-25	2018.814000	2018.814000	2018.814000
MK301336	2018-09-02	2018.671000	2018.671000	2018.671000
NODE_0000915	2017-09-22	2017.723448	2017.230966	2018.218931
MZ576352	2018-10-25	2018.816000	2018.816000	2018.816000
NODE_0000917	2017-11-06	2017.849285	2017.465995	2018.231852
NODE_0000919	2018-01-09	2018.024557	2017.708784	2018.315922
MZ576300	2018-09-21	2018.723000	2018.723000	2018.723000
NODE_0000920	2018-03-09	2018.185917	2017.878647	2018.431988
MZ576285	2018-09-06	2018.682000	2018.682000	2018.682000
NODE_0000921	2018-05-11	2018.358784	2017.969294	2018.660840
MK301337	2018-09-06	2018.682000	2018.682000	2018.682000
MZ576326	2018-10-11	2018.778000	2018.778000	2018.778000
NODE_0000922	2017-12-22	2017.973202	2017.649827	2018.279692
MZ576337	2018-10-25	2018.814000	2018.814000	2018.814000
NODE_0000325	2018-06-12	2018.444959	2018.159391	2018.675328
MK121718	2018-09-17	2018.712000	2018.712000	2018.712000
NODE_0000859	2018-07-19	2018.545306	2018.326876	2018.693000
MK301338	2018-09-10	2018.693000	2018.693000	2018.693000
NODE_0000862	2018-08-14	2018.618315	2018.455809	2018.706019
MK301342	2018-09-17	2018.712000	2018.712000	2018.712000
NODE_0000864	2018-09-06	2018.680655	2018.538348	2018.729000
MK301346	2018-09-24	2018.729000	2018.729000	2018.729000
MT795860	2018-10-29	2018.827000	2018.827000	2018.827000
NODE_0000707	1995-06-24	1995.478819	1994.718979	1996.206336
NODE_0000708	1995-11-03	1995.839444	1995.190319	1996.451462
AY426497	1998-05-31	1998.413469	1998.000000	1998.997000
NODE_0000709	1996-03-22	1996.221729	1995.642801	1996.738181
KP455262	1997-01-01	1997.000000	1997.000000	1997.790290
NODE_0000710	1997-07-18	1997.544261	1997.048728	1997.781000
JF830018	1997-10-13	1997.781000	1997.781000	1997.781000
NODE_0000928	1997-08-22	1997.641060	1997.139286	1997.919386
NODE_0000712	1998-05-23	1998.390333	1997.992181	1998.744243
EF107098	1998-12-30	1998.997000	1998.706202	1998.997000
JF830019	1998-11-09	1998.855000	1998.855000	1998.855000
NODE_0000713	1998-03-26	1998.231993	1997.745626	1998.716328
NODE_0000714	1999-12-23	1999.977387	1999.457924	2000.305627
JX101798	2000-07-30	2000.579000	2000.512746	2000.579000
NODE_0000933	2000-05-04	2000.339788	2000.015611	2000.404702
JX101797	2000-05-31	2000.413000	2000.339000	2000.413000
JX101796	2001-04-01	2001.247000	2001.247000	2001.309896
NODE_0000716	1999-01-21	1999.056447	1998.648634	1999.458913
KP455261	1999-08-22	1999.640664	1999.266000	1999.997000
NODE_0000936	1999-03-03	1999.168247	1998.796931	1999.531129
AY426498	1999-07-26	1999.566792	1999.000000	1999.997000
JX101801	2000-05-31	2000.413000	2000.347351	2000.413000
NODE_0000718	1996-09-11	1996.694000	1995.961160	1996.694000
JF830017	1996-09-11	1996.694000	1996.694000	1996.694000
NODE_0000719	1998-06-01	1998.414996	1997.820311	1998.988266
NODE_0000721	1999-09-01	1999.668182	1999.170045	2000.103016
JX101799	2000-07-03	2000.505000	2000.505000	2000.579000
NODE_0000940	1999-11-04	1999.843217	1999.389582	2000.199922
JX101800	2000-07-30	2000.579000	2000.512660	2000.579000
JX101795	2001-05-22	2001.386638	2001.329000	2001.403000
NODE_0000941	1998-08-04	1998.591286	1998.076643	1999.059173
JF830020	1999-10-11	1999.778000	1999.778000	1999.778000
NODE_0000723	1999-09-01	1999.667443	1999.136162	2000.033000
JF830021	2000-01-13	2000.033000	2000.033000	2000.033000
NODE_0000943	1999-10-11	1999.777177	1999.325274	2000.159829
NODE_0000947	1999-12-21	1999.971676	1999.552670	2000.373524
KX255357	2000-09-19	2000.716000	2000.716000	2000.716000
NODE_0000948	2000-02-06	2000.101090	1999.669043	2000.567491
MN240500	2003-12-30	2003.997000	2003.152655	2003.997000
MN240498	2002-11-02	2002.838000	2002.146632	2002.838000
NODE_0000950	1999-11-19	1999.882470	1999.487024	2000.192534
NODE_0000727	2000-03-01	2000.165870	1999.831001	2000.440668
KX255391	2000-09-08	2000.686000	2000.686000	2000.686000
NODE_0000728	2000-05-19	2000.382068	2000.123797	2000.594731
AY426494	2000-11-27	2000.905958	2000.587000	2000.997000
KX255405	2000-10-06	2000.765000	2000.765000	2000.765000
KX433166	2000-09-15	2000.705000	2000.705000	2000.705000
NODE_0000953	2000-07-08	2000.517307	2000.300187	2000.639000
KX255353	2000-08-21	2000.639000	2000.639000	2000.639000
NODE_0000732	2000-09-06	2000.682449	2000.447502	2000.903534
MN240497	2000-11-10	2000.858197	2000.000000	2000.997000
AY426493	2000-11-10	2000.858197	2000.000000	2000.997000
NODE_0000734	2000-02-10	2000.109441	1999.688484	2000.531732
NODE_0000735	2000-11-26	2000.902183	2000.365832	2001.505891
KX384960	2002-11-29	2002.912000	2002.912000	2002.912000
NODE_0000736	2001-03-23	2001.222153	2000.703452	2001.797489
NODE_0000737	2004-05-06	2004.346039	2003.903320	2004.670978
NODE_0000738	2004-12-26	2004.986000	2004.824107	2004.986000
JF830074	2004-12-27	2004.989000	2004.989000	2004.989000
JF830079	2004-12-26	2004.986000	2004.986000	2004.986000
NODE_0000960	2004-10-31	2004.833000	2004.453795	2004.833000
JF830078	2004-11-29	2004.910000	2004.910000	2004.910000
JF830075	2004-10-31	2004.833000	2004.833000	2004.833000
NODE_0000740	2001-08-23	2001.642113	2001.098256	2002.233701
NODE_0000741	2003-04-29	2003.325276	2002.892471	2003.640871
NODE_0000898	2003-06-28	2003.488680	2003.183924	2003.650943
KX255388	2003-09-01	2003.668000	2003.668000	2003.668000
KX255372	2003-11-02	2003.838000	2003.838000	2003.838000
NODE_0000899	2003-07-28	2003.572578	2003.276358	2003.710000
KX255400	2003-10-09	2003.770000	2003.770000	2003.770000
KX255410	2003-09-17	2003.710000	2003.710000	2003.710000
NODE_0000744	2001-11-21	2001.888288	2001.382267	2002.428366
NODE_0000746	2002-11-04	2002.842308	2002.503041	2002.997000
MN240509	2003-01-01	2003.000000	2003.000000	2003.402631
AY426492	2002-12-30	2002.997000	2002.682725	2002.997000
NODE_0000965	2002-01-07	2002.018643	2001.581677	2002.473009
AY426491	2002-12-13	2002.949332	2002.000000	2002.997000
NODE_0000747	2002-09-15	2002.706118	2002.147261	2003.303375
MN240511	2003-03-29	2003.240564	2003.000000	2003.997000
NODE_0000970	2002-11-10	2002.859377	2002.384544	2003.360063
MN240502	2003-12-30	2003.997000	2003.300823	2003.997000
NODE_0000749	2003-12-10	2003.940622	2003.275833	2004.701233
NODE_0000977	2006-03-21	2006.216587	2005.286325	2006.692977
JF830081	2006-10-18	2006.795000	2006.795000	2006.795000
JF830031	2006-11-24	2006.896000	2006.896000	2006.896000
NODE_0000750	2004-05-18	2004.379093	2003.797311	2005.032737
KP455095	2005-12-30	2005.997000	2005.408131	2005.997000
NODE_0000979	2004-07-20	2004.550640	2004.064547	2005.087392
KP455220	2005-12-30	2005.997000	2005.260858	2005.997000
KP455289	2005-03-16	2005.204517	2005.000000	2005.822000
NODE_0000754	2004-03-28	2004.238557	2003.636619	2004.937155
JF830082	2006-10-30	2006.830000	2006.830000	2006.830000
NODE_0000755	2004-05-20	2004.383755	2003.869413	2004.980713
NODE_0000982	2004-10-04	2004.757161	2004.309502	2005.405326
NODE_0000759	2005-03-12	2005.193067	2004.771394	2005.653787
AB667894	2005-08-11	2005.609704	2005.000000	2005.997000
AB667892	2005-10-14	2005.784735	2005.608000	2005.997000
NODE_0000984	2005-05-09	2005.351927	2004.829301	2005.728487
JF830080	2006-10-10	2006.773000	2006.773000	2006.773000
NODE_0000757	2005-10-17	2005.792000	2005.411902	2005.792000
KX255393	2005-10-17	2005.792000	2005.792000	2005.792000
KX255397	2007-10-21	2007.805000	2007.805000	2007.805000
NODE_0000760	2004-07-30	2004.577254	2004.123076	2005.103714
NODE_0000761	2004-12-22	2004.972748	2004.546328	2005.466244
JF830030	2006-11-09	2006.855000	2006.855000	2006.855000
NODE_0000762	2005-05-08	2005.350663	2004.974021	2005.711453
AB667893	2005-12-02	2005.918695	2005.759000	2005.997000
AB667887	2005-07-07	2005.512432	2005.000000	2005.997000
AB667885	2005-07-06	2005.511874	2005.000000	2005.997000
AB667890	2005-07-06	2005.511874	2005.000000	2005.997000
AB667888	2005-07-06	2005.511874	2005.000000	2005.997000
AB667889	2005-07-06	2005.511874	2005.000000	2005.997000
AB667886	2005-07-06	2005.511874	2005.000000	2005.997000
AB667891	2005-07-06	2005.511874	2005.000000	2005.997000
NODE_0000769	2005-04-11	2005.275299	2004.858651	2005.726707
NODE_0000923	2005-11-22	2005.891357	2005.091404	2006.796398
AB667895	2007-01-01	2007.000000	2007.000000	2007.600585
NODE_0000990	2006-03-04	2006.171172	2005.522975	2006.835291
NODE_0000771	2007-01-21	2007.057464	2006.368966	2007.717308
KC763157	2008-10-01	2008.749000	2008.749000	2008.814106
KP137819	2008-11-27	2008.907000	2008.907000	2008.907000
NODE_0000773	2006-12-15	2006.953710	2006.307925	2007.624443
JF830033	2007-10-02	2007.753000	2007.753000	2007.753000
NODE_0000774	2007-05-29	2007.407822	2006.828263	2008.014391
KC763160	2008-10-04	2008.757000	2008.757000	2008.831000
NODE_0000775	2007-08-06	2007.596041	2007.066754	2008.156358
NODE_0000781	2008-10-05	2008.760228	2008.480000	2008.831000
KC763168	2008-10-31	2008.831000	2008.767830	2008.831000
KC763171	2008-10-31	2008.833000	2008.833000	2008.895900
NODE_0000996	2007-09-06	2007.679461	2007.227190	2008.160707
NODE_0000997	2007-11-01	2007.833251	2007.461635	2008.258534
NODE_0000783	2008-06-22	2008.474662	2007.986068	2008.900627
KP455222	2008-09-19	2008.715907	2008.000000	2008.997000
KP455110	2008-09-19	2008.715907	2008.000000	2008.997000
NODE_0001001	2008-01-31	2008.084554	2007.700269	2008.540209
KC763172	2008-10-31	2008.833000	2008.833000	2008.904263
NODE_0000776	2009-08-27	2009.654711	2009.305032	2009.862619
KT231904	2009-12-14	2009.953000	2009.953000	2009.953000
NODE_0001003	2009-12-14	2009.953000	2009.659694	2009.953000
JF830050	2009-12-14	2009.953000	2009.953000	2009.953000
KT231903	2009-12-14	2009.953000	2009.953000	2009.953000
NODE_0001004	2007-10-07	2007.764394	2007.378402	2008.172596
KP455108	2008-12-30	2008.997000	2008.553778	2008.997000
NODE_0001007	2007-11-12	2007.864632	2007.537758	2008.195301
JF830040	2008-10-15	2008.787000	2008.787000	2008.787000
NODE_0000785	2008-02-11	2008.114566	2007.779011	2008.445888
NODE_0000790	2008-06-22	2008.473696	2008.180286	2008.699490
JF830041	2008-10-27	2008.820000	2008.820000	2008.820000
KC763173	2008-10-31	2008.833000	2008.833000	2008.895902
NODE_0001010	2008-03-30	2008.243839	2007.972559	2008.487504
KC763158	2008-10-31	2008.831000	2008.764907	2008.831000
NODE_0001011	2008-05-29	2008.407949	2008.157733	2008.609123
NODE_0001012	2008-10-30	2008.828000	2008.493207	2008.828000
JF830042	2008-10-30	2008.828000	2008.828000	2008.828000
JF830085	2008-11-11	2008.863000	2008.863000	2008.863000
NODE_0001013	2008-07-16	2008.538671	2008.273260	2008.710723
